date,equity,equity_norm,ret,csi500,hs300
2026-04-29,1022456.65,1.0235890158205319,-0.008355499831015578,0.9903665779691141,1.0192323974728248
2026-04-30,1035991.23,1.0371385853027628,0.013237314266575373,0.991207836535331,1.0185882932753731
2026-05-06,1062275.06,1.0634515245180287,0.025370707047394747,1.0195725102048485,1.0333748483444918
2026-05-07,1074198.87,1.0753885400802348,0.011224785791356107,1.0324362967504452,1.0383364360118637
2026-05-08,1060631.92,1.061806564748384,-0.012629830824529065,1.0321243149949673,1.0322770807050967
2026-05-11,1098318.63,1.0995350125983872,0.035532317375475575,1.0494056587293545,1.0492117303708084
2026-05-12,1099691.07,1.1009089725690842,0.0012495827372063228,1.043023281282359,1.0484086712837462
2026-05-13,1142411.37,1.143676585095794,0.03884754652049671,1.0587244516709928,1.0590653867782245
2026-05-14,1113077.72,1.1143104482195518,-0.02567695907998535,1.0292735638971104,1.0413213003365978
2026-05-15,1100207.68,1.1014261547121733,-0.011562570850847775,1.013388017989286,1.0296667837675317
2026-05-18,1116268.13,1.1175043915832767,0.014597653054012616,1.0155121531317572,1.0241431967010608
2026-05-19,1148710.4,1.1499825912412123,0.029063151699941336,1.0242624697285396,1.0282451524267635
2026-05-20,1155930.94,1.1572111279545223,0.006285779252978019,1.0276292253539312,1.0277825686957605
2026-05-21,1131814.11,1.1330675886813306,-0.02086355608752888,0.999556933672833,1.0134587456759905
2026-05-22,1169498.56,1.1707937740283945,0.03329561777596135,1.0182073288526912,1.0265950896457265
2026-05-25,1191501.6,1.1928211822893313,0.01881408045513111,1.0332781251463528,1.0428045473557168
2026-05-26,1196128.84,1.1974535469353682,0.0038835365391032273,1.0279038120359782,1.04836688788701
2026-05-27,1189894.3,1.1912121022123145,-0.005212264591830995,1.012751209567393,1.0399598014907265
2026-05-28,1196905.02,1.1982305865509837,0.005891884682529991,1.016578755597612,1.0412399795066423
2026-05-29,1164877.68,1.1661677764260268,-0.02675846409266458,0.9924010955213227,1.0365590525254587
2026-06-01,1138664.03,1.1399250949347735,-0.022503349879619994,0.9822690962542661,1.0264171076312332
2026-06-02,1153586.73,1.154864321753226,0.013105446037493751,0.9878751163624875,1.0413132487692756
2026-06-03,1154313.43,1.1555918265699796,0.0006299483004628126,0.9927093258980058,1.0464514200210273
2026-06-04,1161310.03,1.162596175270817,0.006061265353206613,0.9920668904079203,1.0392338891316129
2026-06-05,1153190.5,1.1544676529304074,-0.006991698848928363,0.9795301979760481,1.0206251279245728
2026-06-08,1108445.98,1.1096735785897864,-0.038800631812350383,0.9453774792265917,0.9987409467541377
2026-06-09,1139034.98,1.1402964557601138,0.027596292965039293,0.9706310964728195,1.017423718815538
2026-06-10,1123791.18,1.125035773324956,-0.013383083283359909,0.957297699033646,1.0061478377939723
2026-06-11,1123165.88,1.1244097808082145,-0.0005564200993284363,0.953963613643836,1.0006005197922354
2026-06-12,1113510.4,1.11474360741057,-0.008596664279010846,0.9623239886606267,1.0122346955596453
2026-06-15,1189526.4,1.1908437947648345,0.06826698699895384,0.9980030318500964,1.0364724558000735
2026-06-16,1194254.4,1.1955770310020866,0.003974691103955319,1.0100207400200119,1.0348874835843374
2026-06-17,1255586.97,1.2569775265282723,0.05135636929619025,1.0241603871138,1.0448786099096146
2026-06-18,1265703.25,1.2671050102597001,0.0080570125699857,1.0296216942235712,1.0470424686274917
2026-06-22,1290909.75,1.2923394263371741,0.019915015624712984,1.052853187713356,1.0720573322445353
2026-06-23,1271972.13,1.2733808330141385,-0.014669979833989322,1.031462054180238,1.0423359885142274
2026-06-24,1297237.8,1.298674484622103,0.019863383327431983,1.049785105945882,1.0473435760570118
2026-06-25,1337521.12,1.339002418205188,0.03105315000842568,1.0610717107516001,1.063676413442049
2026-06-26,1321602.12,1.323065787989279,-0.011901868136482197,1.0332395547991857,1.0314948709397322
2026-06-29,1363270.44,1.3647802554532003,0.031528641918340705,1.047191977225332,1.0439325295609057
2026-06-30,1400315.77,1.4018666129779391,0.027173867277574093,1.072155788588199,1.0550589056902968
2026-07-01,1414408.47,1.4159749205753849,0.010063944363063237,1.0718653891322438,1.05072472581235
2026-07-02,1334918.2,1.3363966154838112,-0.05620036339290313,1.032124872953206,1.019645336934785
2026-07-03,1330180.47,1.331653638470631,-0.003549078887380319,1.0381894160189455,1.0259759876836445
2026-07-06,1313019.68,1.3144738429782716,-0.012901099051619735,1.0270151982482012,1.0259387597789462
2026-07-07,1306547.17,1.3079941647045876,-0.0049294843775686825,1.0101167325799354,1.0154006142074565
2026-07-08,1309846.56,1.3112972087631385,0.002525274307547676,0.9960171160218955,1.0076184353770612
2026-07-09,1350472.65,1.351968291962349,0.03101591532980752,1.0272114452192744,1.0332094310126878
2026-07-10,1305477.58,1.3069233901388089,-0.033318016473713685,1.009544766028226,1.0129691044411173
2026-07-13,1242280.05,1.243655869178396,-0.04840951002774008,0.966115884720842,0.9948734823325305
2026-07-14,1240305.33,1.2416789621854971,-0.0015895932644173216,0.982474092485377,1.0162989148606083
2026-07-15,1234845.53,1.2362131154832656,-0.00440198059940633,0.9672358731058134,1.014239578199576
2026-07-16,1234845.53,1.2362131154832656,0.0,0.9444527643536389,0.9955200231885138
2026-07-17,1233479.81,1.2348458829549367,-0.0011059844869826252,0.8919927235122831,0.959639887295008
2026-07-20,1200895.46,1.2022254459440846,-0.02641660587861594,0.8798305041585993,0.974307618181117
2026-07-21,1200895.46,1.2022254459440846,0.0,0.9260454846368871,1.0041636561573937
2026-07-22,1200895.46,1.2022254459440846,0.0,0.9202348006982076,0.9995055066363984
2026-07-23,1200895.46,1.2022254459440846,0.0,0.9181748901104219,1.0017848629686805
2026-07-24,1199567.4,1.2008959151240242,-0.0011058914320486446,0.8942409271983808,0.9850863149205289
2026-07-27,1212695.01,1.2140380638889385,0.010943620175073221,0.9165470172710037,0.9963660310307404
2026-07-28,1203188.04,1.2045205649654043,-0.0078395391434819,0.8836435907604253,0.9682059497692378
2026-07-29,1203188.04,1.2045205649654043,0.0,0.8932682872741775,0.974719010894618
2026-07-30,1203188.04,1.2045205649654043,0.0,0.8677527145707056,0.9640099390242092
2026-07-31,1201857.47,1.2031885213655311,-0.0011058703675278503,0.8896448233732742,0.972162511139767
2026-08-03,1165798.89,1.1670900066616696,-0.030002376238506878,0.8802114946638715,0.9626237981446646
2026-08-04,1173155.81,1.1744550744151734,0.006310625325779862,0.9031191230748439,0.9748605489728106
2026-08-05,1180755.15,1.1820628306476606,0.0064776902907721645,0.9270661920697634,0.9869854677685166
2026-08-06,1179500.89,1.180807181560745,-0.001062252406860309,0.9294588831967256,0.9855351050454086
2026-08-07,1178868.37,1.1801739610478885,-0.0005362607229569827,0.9473566401986712,0.9946729347411992
2026-08-10,1173471.41,1.1747710239406548,-0.004578085337890725,0.9533901631606412,0.9962807479821288
